,MEMBER_NO,L,R,F,M,C,K,runoff_flag
44409,45101,1286,123,3,6537,0.9260180509999999,1.0,1
44410,45102,1268,234,7,6321,0.548864104,1.0,0
44411,45103,1254,27,4,3963,0.933737068,1.0,0
44412,45104,1250,32,29,28006,0.8644558309999999,1.0,0
44413,45105,1247,48,2,3774,0.6991308959999999,1.0,0
44414,45106,1247,89,2,2480,0.731532258,1.0,1
44415,45107,1247,85,2,2138,0.546987839,1.0,1
44416,45108,1233,571,3,3147,0.710390848,0.0,1
44417,45109,1219,3,10,9472,0.8320291390000001,1.0,0
44418,45110,1223,635,4,6669,0.588603989,0.0,1
44419,45111,1229,16,3,4829,1.145001035,1.0,0
44420,45112,1231,29,11,38114,0.6044532189999999,1.0,0
44421,45113,1223,43,9,9172,0.646974488,1.0,0
44422,45114,1231,36,3,4845,0.692416925,1.0,0
44423,45115,1229,29,11,9340,0.817719486,1.0,0
44424,45116,1229,230,8,9333,0.577985642,0.0,1
44425,45117,1231,44,31,204438,0.723434195,1.0,0
44426,45118,2455,12,25,36966,0.658838933,1.0,0
44427,45119,1231,319,4,7808,0.675,1.0,1
44428,45120,1231,191,3,3194,0.728581716,1.0,1
44429,45121,1231,127,6,6367,0.583687765,0.0,0
44430,45122,2402,613,2,3087,0.462666019,0.0,1
44431,45123,1231,201,4,6958,0.817691865,1.0,1
44432,45124,1219,28,2,1746,0.455,1.0,1
44433,45125,1223,224,10,14461,0.721174193,1.0,1
44434,45126,1229,132,4,10702,0.724250607,1.0,0
44435,45127,1231,1,23,24023,0.6521483579999999,1.0,0
44436,45128,1231,593,4,4667,0.46750589200000003,0.0,1
44437,45129,1231,41,2,2585,0.67,1.0,0
44438,45130,1229,234,2,4840,0.55,1.0,1
44439,45131,1231,4,4,2596,0.7675,1.0,0
44440,45132,1231,121,6,9744,0.636474754,1.0,1
44441,45133,1231,75,6,6455,0.6930751359999999,1.0,1
44442,45134,1231,543,4,4842,0.757817018,0.0,1
44443,45135,1223,723,2,1861,0.71104245,0.0,1
44444,45136,1223,467,3,3929,0.717485365,0.0,1
44445,45137,1231,7,2,1456,0.33,1.0,1
44446,45138,1231,24,20,23935,0.575057029,1.0,0
44447,45139,1212,178,2,2019,0.92,1.0,1
44448,45140,1205,110,4,3812,0.633053515,1.0,1
44449,45141,1223,288,7,11309,0.818060837,0.0,1
44450,45142,1219,132,2,2158,0.32,1.0,1
44451,45143,1223,5,30,32819,0.7872701790000001,1.0,0
44452,45144,1198,36,9,14421,0.618993828,1.0,0
44453,45145,1198,450,2,15208,1.05,0.0,1
44454,45146,925,539,3,4388,0.6189721970000001,0.0,1
44455,45147,1219,58,2,3510,0.827065527,1.0,1
44456,45148,1205,377,2,3934,1.0,0.0,1
44457,45149,1219,227,2,3934,0.45,1.0,1
44458,45150,1219,11,5,6540,0.8059999999999999,1.0,0
44459,45151,1219,448,2,2780,0.25,0.0,1
44460,45152,1219,13,29,25336,0.948135065,1.0,0
44461,45153,1212,277,17,28417,0.770749903,0.0,1
44462,45154,1212,292,3,3442,0.933457292,1.0,1
44463,45155,1212,283,4,4376,0.8415813529999999,1.0,1
44464,45156,1212,42,3,3333,0.42260126,1.0,0
44465,45157,1212,198,2,2020,0.38,1.0,1
44466,45158,2350,2,53,78663,0.68290022,1.0,0
44467,45159,1205,191,8,8794,0.401410052,1.0,0
44468,45160,1205,67,8,12749,0.7804494470000001,1.0,0
44469,45161,1236,121,21,35168,0.609052548,1.0,0
44470,45162,920,130,2,4787,0.727397117,1.0,0
44471,45163,1205,96,4,5135,0.582590068,1.0,1
44472,45164,1205,258,2,3122,0.49630044799999995,1.0,1
44473,45165,1205,662,2,2233,0.6808777429999999,0.0,1
44474,45166,1212,83,2,7986,0.803821688,1.0,1
44475,45167,1205,304,2,2078,0.59,1.0,1
44476,45168,1205,675,2,1208,0.75,0.0,1
44477,45169,1205,5,5,7413,0.707619048,1.0,0
44478,45170,1205,14,69,72453,0.7888588459999999,1.0,0
44479,45171,1205,430,2,1208,0.725,0.0,1
44480,45172,1198,126,2,1744,0.34,1.0,1
44481,45173,1205,7,9,8811,0.7414890479999999,0.0,0
44482,45174,1198,202,3,3702,0.805332253,1.0,1
44483,45175,1205,97,3,4577,0.7528468429999999,1.0,1
44484,45176,1205,480,2,4175,0.725125749,0.0,1
44485,45177,1198,109,6,11126,0.892667625,1.0,0
44486,45178,1198,11,4,4072,0.391365422,1.0,1
44487,45179,1198,10,10,6660,0.703,1.0,0
44488,45180,1189,91,2,760,0.695,1.0,1
44489,45181,1189,46,2,1494,0.385,1.0,1
44490,45182,1183,4,18,18054,0.713033677,1.0,0
44491,45183,1183,66,29,29009,0.786050536,1.0,1
44492,45184,1183,364,2,2520,0.684087302,1.0,1
44493,45185,1183,238,6,7956,0.62572901,1.0,1
44494,45186,1183,102,13,14016,0.721512557,1.0,0
44495,45187,1183,661,2,1746,0.65,0.0,1
44496,45188,1183,192,3,2091,0.66326638,1.0,1
44497,45189,1183,106,2,2714,0.45596168,1.0,0
44498,45190,1183,62,12,24091,0.648829853,1.0,0
44499,45191,1174,24,20,23492,0.8473412229999999,1.0,0
44500,45192,1174,402,6,3474,0.791666667,0.0,1
44501,45193,1174,11,17,12750,0.9088501959999999,1.0,0
44502,45194,1174,96,3,5476,0.541680058,1.0,0
44503,45195,1174,219,3,5112,0.7108255090000001,0.0,0
44504,45196,1174,328,2,2332,0.496698113,1.0,1
44505,45197,1174,4,33,33356,1.3440319580000002,1.0,0
44506,45198,1183,665,2,2930,0.45,0.0,1
44507,45199,1183,95,11,9317,0.59688097,1.0,0
44508,45200,1174,549,3,6972,0.543516925,0.0,1
44509,45201,3306,543,2,3966,0.8,0.0,1
44510,45202,1172,120,11,21489,0.648436409,1.0,0
44511,45203,1183,290,4,8063,0.503921617,1.0,1
44512,45204,1172,31,17,38706,0.697573503,1.0,0
44513,45205,1172,686,2,1380,1.0,0.0,1
44514,45206,920,617,4,4508,0.426242236,0.0,1
44515,45208,1174,355,2,3074,0.6,1.0,1
44516,45209,1174,102,8,7070,0.654123055,1.0,0
44517,45210,1174,77,6,7273,0.5801897429999999,1.0,0
44518,45211,1174,14,3,3628,0.4828224920000001,1.0,0
44519,45212,1174,81,4,1736,0.741175115,1.0,0
44520,45213,1174,70,2,4175,0.759446707,1.0,0
44521,45214,1174,249,5,6694,0.7746997309999999,1.0,1
44522,45215,1174,4,20,20780,0.8545,1.0,0
44523,45216,1174,264,3,2367,0.385855513,0.0,1
44524,45217,1174,26,2,8959,0.650839379,1.0,1
44525,45218,914,6,17,12819,0.7673375459999999,1.0,0
44526,45219,920,629,5,9123,0.55536556,0.0,1
44527,45220,920,84,6,8602,0.407778424,1.0,1
44528,45221,1172,34,9,11172,0.563624239,1.0,0
44529,45222,1172,131,2,1774,0.445,1.0,0
44530,45223,1172,379,5,5342,0.7862223890000001,0.0,1
44531,45224,1172,115,21,14687,0.8738271940000001,1.0,0
44532,45225,1172,8,8,14245,0.570465426,1.0,0
44533,45226,1163,105,9,15451,0.661315125,1.0,1
44534,45227,1174,87,9,11772,0.375555556,0.0,0
44535,45228,1172,505,4,4815,0.7741536859999999,0.0,1
44536,45229,1172,262,2,2254,0.608509317,1.0,1
44537,45230,2034,99,4,8454,0.636839366,1.0,0
44538,45231,1172,85,5,4493,0.614613844,1.0,0
44539,45232,1174,66,14,19045,0.742330795,1.0,0
44540,45233,1174,312,3,4581,0.797216765,0.0,1
44541,45234,1172,252,6,10734,0.546603317,0.0,1
44542,45235,1174,291,2,2419,0.985051674,1.0,1
44543,45236,1174,264,3,3044,0.796162943,1.0,1
44544,45237,1172,187,4,7985,0.710945523,1.0,0
44545,45238,1172,84,11,7940,0.73120403,1.0,0
44546,45239,1174,12,41,52021,0.71158436,1.0,0
44547,45240,1174,58,2,3934,0.87,1.0,1
44548,45241,1174,157,6,10110,0.424557864,1.0,1
44549,45242,1174,345,2,1970,0.4,1.0,1
44550,45243,1172,10,17,20394,0.624775914,1.0,0
44551,45244,1172,443,2,2813,0.4,0.0,1
44552,45245,1163,432,2,2254,0.25,0.0,1
44553,45246,1172,289,7,7914,0.8156558,0.0,1
44554,45247,1163,358,4,3710,0.622816712,0.0,1
44555,45248,1172,262,4,7347,0.514332381,1.0,1
44556,45249,1163,133,5,5647,0.673256596,1.0,0
44557,45250,1163,143,6,6879,0.662135485,1.0,1
44558,45251,1172,231,4,5363,0.545200448,1.0,0
44559,45252,1155,97,5,2835,0.436,1.0,0
44560,45253,1155,122,6,8900,0.610447191,1.0,1
44561,45254,1155,205,3,5041,0.432620512,1.0,0
44562,45255,1155,19,33,42176,0.9155799509999999,1.0,0
44563,45256,1155,14,6,6531,0.742746899,0.0,0
44564,45257,1152,36,42,36163,0.835171308,1.0,0
44565,45258,1152,191,2,1312,0.615,1.0,1
44566,45259,1148,216,4,2316,0.94,1.0,1
44567,45260,1138,12,4,4457,0.7863046890000001,1.0,0
44568,45261,1135,3,2,1744,0.34,1.0,0
44569,45262,1135,151,6,8758,0.73250628,0.0,0
44570,45263,1114,362,4,5448,0.748641703,0.0,1
44571,45264,1079,7,46,65368,0.600463836,1.0,0
44572,45265,1114,107,2,4570,0.4,1.0,1
44573,45266,1096,73,6,21952,0.575164905,1.0,0
44574,45267,1104,411,7,6532,0.572642376,0.0,1
44575,45268,3084,14,12,14479,0.97419366,1.0,0
44576,45269,1167,156,9,5518,0.7909242479999999,1.0,0
44577,45270,1036,337,3,3176,0.8582808559999999,0.0,1
44578,45271,1047,394,4,4314,0.45491423299999995,0.0,1
44579,45272,1022,145,3,3183,0.557690858,1.0,1
44580,45273,1022,399,7,9961,0.7274771609999999,0.0,1
44581,45274,1036,191,2,998,0.92,1.0,1
44582,45275,1034,20,23,22860,0.812619423,0.0,0
44583,45276,1036,153,4,5202,0.7676509029999999,1.0,0
44584,45277,1034,33,4,7529,0.620972241,1.0,0
44585,45278,1012,84,3,2287,0.7116484479999999,1.0,0
44586,45279,1012,137,8,7456,0.5426716739999999,1.0,0
44587,45280,1022,209,3,4747,0.262431009,0.0,0
44588,45281,1022,196,5,11985,0.762142678,1.0,1
44589,45282,1029,39,6,8012,0.6201996999999999,1.0,0
44590,45283,1022,14,4,2596,0.8,1.0,0
44591,45284,997,5,25,24218,0.623095218,1.0,0
44592,45285,997,20,2,3087,0.8244217690000001,1.0,0
44593,45286,997,217,4,3374,0.46409010100000003,0.0,0
44594,45287,997,11,3,3145,0.847790143,1.0,0
44595,45288,994,174,3,2858,0.37270119,1.0,0
44596,45289,997,515,2,1522,0.85,0.0,1
44597,45290,999,80,13,6764,0.662791248,1.0,0
44598,45291,987,133,2,1589,0.591699182,1.0,0
44599,45292,994,113,13,12201,0.773841488,1.0,0
44600,45293,987,42,15,15216,0.753042192,1.0,0
44601,45294,987,452,2,2616,0.3,0.0,1
44602,45295,987,149,3,2619,0.643333333,1.0,1
44603,45296,987,4,52,43704,0.820984578,1.0,0
44604,45297,974,394,2,3106,0.7,0.0,1
44605,45298,975,409,3,5972,0.587910248,0.0,1
44606,45299,975,5,4,3132,0.592043423,1.0,0
44607,45300,974,176,2,2441,0.369561655,1.0,0
44608,45301,2444,52,7,6707,1.130824512,1.0,0
44609,45302,1165,160,14,16887,0.772820513,1.0,1
44610,45303,960,47,4,6730,1.272485884,1.0,0
44611,45304,1340,135,28,33289,0.7529394090000001,1.0,1
44612,45305,946,159,3,4580,0.61380786,0.0,0
44613,45307,976,144,4,2975,0.948887395,1.0,0
44614,45308,946,154,2,4074,0.43239568,1.0,1
44615,45309,946,199,6,10195,0.634892594,1.0,0
44616,45310,937,282,3,5528,0.6519663529999999,0.0,1
44617,45311,937,72,5,7358,0.578268551,0.0,0
44618,45312,930,61,11,13294,0.7283962690000001,0.0,0
44619,45313,936,23,8,11023,0.6689957360000001,1.0,0
44620,45314,936,4,8,19252,0.539858716,1.0,0
44621,45315,925,48,3,3671,0.687837102,1.0,0
44622,45316,930,194,9,8820,0.670199546,1.0,1
44623,45317,930,148,6,9514,0.652305024,0.0,0
44624,45318,930,52,3,7611,0.629103929,1.0,0
44625,45319,914,207,6,5538,0.711637775,1.0,0
44626,45320,883,188,5,7853,0.711055648,1.0,1
44627,45321,906,468,2,1745,0.47495702,0.0,1
44628,45322,898,395,3,5315,0.611382879,0.0,1
44629,45323,898,180,4,7871,0.59000127,1.0,0
44630,45324,898,286,4,6584,0.466764885,1.0,1
44631,45325,898,45,2,1502,0.88,1.0,1
44632,45326,898,85,6,8798,0.6646192320000001,0.0,0
44633,45327,898,615,3,3396,0.869051826,0.0,1
44634,45328,890,692,2,1456,1.0,0.0,1
44635,45329,883,49,12,20014,0.497508244,1.0,0
44636,45330,883,51,11,15302,0.8810776370000001,1.0,0
44637,45331,876,108,4,4935,0.8551914890000001,1.0,0
44638,45332,876,16,3,4829,0.315622282,1.0,0
44639,45333,883,258,4,5831,0.572560453,0.0,1
44640,45334,876,26,4,5032,0.699658188,1.0,0
44641,45335,876,81,3,4482,0.44616242700000003,1.0,0
44642,45336,875,119,2,1875,0.651408,1.0,0
44643,45337,875,60,26,33832,0.669767084,0.0,0
44644,45338,875,233,23,15870,0.8639130429999999,1.0,1
44645,45339,875,24,40,51093,0.8630628459999999,1.0,0
44646,45340,856,216,6,7812,0.651948285,0.0,0
44647,45341,853,35,26,30223,0.677189888,1.0,0
44648,45342,856,185,4,6550,0.658871756,1.0,0
44649,45343,841,239,3,5542,0.724931433,1.0,1
44650,45344,841,112,4,5335,0.7251340209999999,1.0,0
44651,45345,841,8,37,53665,0.736696916,1.0,0
44652,45346,827,219,3,3381,0.33959775200000003,1.0,1
44653,45347,831,37,12,23897,0.67383228,1.0,0
44654,45348,831,2,53,53145,0.819941293,1.0,0
44655,45349,827,51,2,4462,0.5,1.0,1
44656,45350,821,711,4,6812,0.826746917,0.0,1
44657,45351,827,24,3,2661,0.64,1.0,0
44658,45352,821,5,4,5993,0.705508093,1.0,0
44659,45353,821,28,8,27427,1.000351478,1.0,0
44660,45354,821,3,7,10734,0.688390162,1.0,0
44661,45355,806,605,2,2030,0.6,0.0,1
44662,45356,813,176,3,3030,0.6333333329999999,1.0,1
44663,45357,797,201,5,5668,0.720808045,1.0,0
44664,45358,794,265,3,3599,0.644968047,1.0,1
44665,45359,778,229,3,2390,0.908451883,0.0,1
44666,45360,794,28,11,20643,0.705337887,1.0,0
44667,45361,748,215,3,5351,0.840710148,1.0,0
44668,45362,748,4,4,3559,0.631115482,1.0,0
44669,45363,764,34,3,4361,0.766374685,0.0,0
44670,45364,764,4,32,40428,0.6107282079999999,1.0,0
44671,45365,748,423,8,7207,0.818648536,0.0,1
44672,45366,748,499,2,2616,0.4,0.0,1
44673,45367,748,49,5,2740,0.778,1.0,0
44674,45368,748,691,2,1158,0.375,0.0,1
44675,45369,764,92,2,2055,0.34,1.0,1
44676,45370,764,228,2,1298,0.795,1.0,1
44677,45371,764,189,12,22641,0.595982068,1.0,0
44678,45372,764,94,9,8677,0.861394491,1.0,0
44679,45373,764,57,2,4134,0.7744242859999999,1.0,0
44680,45374,757,275,3,3147,0.616444233,0.0,1
44681,45375,3097,8,6,9543,1.440886514,1.0,0
44682,45376,757,108,3,2865,0.35666666700000005,1.0,0
44683,45377,750,77,8,11318,0.759964658,1.0,0
44684,45378,739,43,3,3100,0.7370258059999999,1.0,0
44685,45379,739,231,2,2752,0.71,1.0,1
44686,45380,734,70,56,47222,0.807954555,1.0,1
44687,45381,734,8,10,12413,0.649705953,1.0,0
44688,45382,734,310,2,2103,0.596861626,1.0,0
44689,45383,728,254,13,18624,0.8226723579999999,1.0,1
44690,45384,720,653,4,4945,0.7524570270000001,0.0,1
44691,45385,715,82,2,3904,0.43,1.0,1
44692,45386,708,89,2,6482,0.43501697,1.0,1
44693,45387,715,82,13,17059,0.5148238470000001,1.0,1
44694,45388,715,6,15,14484,0.7074275059999999,1.0,0
44695,45389,702,656,2,1920,0.4,0.0,1
44696,45390,702,27,23,40731,0.6572509879999999,1.0,0
44697,45391,702,324,2,2616,0.25,1.0,1
44698,45392,694,1,36,34018,0.7317934620000001,1.0,0
44699,45393,694,29,2,3539,0.5798022039999999,1.0,0
44700,45394,687,220,2,3752,0.38,1.0,1
44701,45395,680,45,2,4196,0.575,1.0,0
44702,45396,673,87,4,3190,0.690962382,0.0,0
44703,45397,673,130,5,5986,0.53115269,1.0,1
44704,45398,673,24,2,2578,0.26617533,1.0,0
44705,45399,673,14,10,18562,0.48140125,1.0,0
44706,45400,673,5,4,7276,0.723884002,1.0,0
44707,45401,673,16,2,2863,0.8064722320000001,1.0,0
44708,45402,667,561,2,2780,0.4,0.0,1
44709,45403,673,3,53,79844,0.6725996940000001,1.0,0
44710,45404,667,4,3,4681,0.727979064,1.0,0
44711,45405,667,258,2,2419,0.734497726,1.0,1
44712,45406,673,44,2,3106,0.835,1.0,0
44713,45407,666,332,3,1644,0.716666667,0.0,1
44714,45408,667,145,2,3626,0.7481163820000001,1.0,1
44715,45409,667,91,8,11873,0.525749179,0.0,0
44716,45410,658,569,2,2508,0.6866626790000001,0.0,1
44717,45411,658,3,20,21058,0.576587995,1.0,0
44718,45412,658,12,7,6610,0.664903177,1.0,0
44719,45413,666,400,3,1644,0.3666666670000001,0.0,1
44720,45414,658,36,3,3777,0.530725443,0.0,0
44721,45415,652,48,8,11788,0.7464913470000001,1.0,0
44722,45416,652,502,6,9394,0.916244411,0.0,1
44723,45417,645,5,8,10025,0.7170154609999999,1.0,0
44724,45418,645,151,16,31151,0.707533627,1.0,1
44725,45419,645,32,5,7933,0.727448632,1.0,0
44726,45420,645,142,10,16609,0.8145854659999999,1.0,0
44727,45421,645,392,2,716,0.825,0.0,1
44728,45422,645,1,40,37278,0.7257301890000001,1.0,0
44729,45423,640,497,2,3444,0.775,0.0,1
44730,45424,2809,1,26,26366,0.714747402,1.0,0
44731,45425,640,24,3,2695,0.400467532,0.0,0
44732,45426,640,69,13,16714,0.46625703,1.0,0
44733,45427,631,157,14,11574,0.73715483,1.0,1
44734,45428,631,113,3,4768,0.41584312100000004,1.0,1
44735,45429,620,3,22,22535,0.632378079,1.0,0
44736,45430,620,47,3,3045,0.489802956,0.0,0
44737,45431,620,107,10,10174,0.654940043,1.0,0
44738,45432,620,101,44,81708,0.6989859009999999,1.0,1
44739,45433,616,108,3,3478,0.566889017,0.0,0
44740,45434,616,375,4,4042,0.40546759,0.0,1
44741,45435,616,41,4,6080,0.554634868,1.0,0
44742,45436,620,116,6,6452,0.518549287,1.0,0
44743,45437,616,140,8,8105,0.604590993,1.0,0
44744,45438,620,338,4,4143,0.6102582670000001,1.0,1
44745,45440,610,348,2,2852,0.35,1.0,1
44746,45441,610,3,14,21768,0.6135611910000001,1.0,0
44747,45442,610,327,2,2947,0.432897862,1.0,1
44748,45443,596,14,29,27526,0.6179720989999999,1.0,0
44749,45444,596,1,3,4732,0.724243449,1.0,0
44750,45445,587,134,9,13680,0.728665936,0.0,0
44751,45446,591,143,2,1481,0.970398379,1.0,0
44752,45447,587,544,2,2555,0.684892368,0.0,1
44753,45448,587,28,11,9603,0.518181818,1.0,0
44754,45449,582,17,5,6808,0.64904671,1.0,0
44755,45450,582,533,2,3434,0.65,0.0,1
44756,45451,582,122,2,5344,0.675,1.0,1
44757,45452,582,64,6,14793,0.565174745,1.0,0
44758,45453,582,3,7,11717,0.5218912689999999,1.0,0
44759,45454,576,103,2,1589,0.69408433,1.0,1
44760,45455,568,116,7,12369,0.724612337,1.0,0
44761,45456,568,384,3,2477,0.4,0.0,1
44762,45458,560,102,10,9818,0.49257180700000003,1.0,0
44763,45459,560,16,4,4944,0.553938107,1.0,0
44764,45460,553,230,3,4938,0.832146618,1.0,1
44765,45461,553,88,2,1914,0.28,1.0,1
44766,45462,553,144,8,13712,0.839667445,1.0,1
44767,45463,553,187,2,2464,0.479955357,1.0,1
44768,45464,547,192,2,1456,0.67,1.0,1
44769,45465,547,8,2,2214,0.83,1.0,1
44770,45466,3127,483,8,10556,0.701700455,0.0,1
44771,45467,533,7,2,2728,0.9495271259999999,1.0,0
44772,45468,533,133,3,1741,0.514933946,1.0,0
44773,45469,533,275,5,5848,0.6170673729999999,1.0,1
44774,45470,533,138,2,1782,0.83191358,1.0,1
44775,45471,533,482,2,3939,0.4,0.0,1
44776,45472,533,191,3,1968,0.593333333,0.0,0
44777,45473,533,11,9,9728,0.68214741,1.0,0
44778,45474,533,190,6,7128,0.443333333,0.0,0
44779,45475,526,61,8,13506,0.506808826,1.0,0
44780,45476,519,48,2,2780,0.875,1.0,1
44781,45477,516,11,3,9357,0.543333333,1.0,0
44782,45478,519,50,2,3390,0.875,1.0,1
44783,45479,516,1,9,8926,0.691218911,1.0,0
44784,45480,516,159,2,2387,0.570552995,1.0,1
44785,45481,512,403,2,1560,0.8,0.0,1
44786,45482,2050,419,6,7592,0.654274236,0.0,1
44787,45483,505,57,9,14251,0.747638762,1.0,0
44788,45484,512,256,6,10522,0.7439099029999999,1.0,1
44789,45485,505,126,3,2846,0.823021785,1.0,0
44790,45486,498,61,8,13494,0.6891477690000001,1.0,0
44791,45487,498,39,2,4745,0.584429926,1.0,0
44792,45488,498,59,3,6221,0.54843755,1.0,0
44793,45489,498,210,8,11067,0.693932412,1.0,1
44794,45490,491,142,6,7582,0.538232656,1.0,0
44795,45491,491,280,2,7672,0.38,1.0,1
44796,45492,491,294,2,2616,0.265,1.0,1
44797,45493,491,90,8,12525,0.68794491,1.0,0
44798,45494,491,10,2,4029,0.563879375,1.0,0
44799,45495,482,155,7,6529,0.614841476,1.0,0
44800,45496,477,118,9,9418,0.443768316,1.0,0
44801,45497,477,104,2,2805,0.7740962570000001,1.0,1
44802,45498,470,74,3,5936,0.527533693,1.0,0
44803,45499,470,406,2,1844,0.286930586,0.0,1
44804,45500,470,353,4,5144,0.575,0.0,1
44805,45501,463,441,2,3934,0.6,0.0,1
44806,45502,463,45,3,4681,0.7396795559999999,1.0,0
44807,45503,463,23,16,29739,0.630470426,1.0,0
44808,45504,463,56,2,1380,0.945,1.0,0
44809,45505,463,13,3,3061,0.426383535,1.0,0
44810,45506,462,225,5,6344,0.794924338,1.0,1
44811,45507,455,52,3,7716,0.46533437,1.0,0
44812,45508,462,9,23,28199,0.617839994,1.0,0
44813,45509,462,46,3,3624,0.39612582799999996,1.0,0
44814,45510,462,387,2,3934,0.6,0.0,1
44815,45511,455,193,3,3664,0.7279257640000001,1.0,1
44816,45512,455,75,4,7292,0.633499726,1.0,1
44817,45513,456,11,2,3934,0.625,1.0,1
44818,45514,442,24,4,7868,0.67,1.0,0
44819,45515,442,76,4,5526,0.49668114399999996,1.0,0
44820,45516,433,124,2,4105,0.790401949,1.0,0
44821,45517,433,108,5,6875,0.56,1.0,1
44822,45518,433,18,14,10776,0.637508352,1.0,0
44823,45519,433,35,2,2310,0.38,1.0,0
44824,45520,424,28,7,12838,0.641569559,1.0,0
44825,45521,414,319,3,5063,0.555550069,1.0,1
44826,45522,414,291,7,9299,0.7194429509999999,1.0,1
44827,45523,414,150,5,4946,0.681168621,1.0,1
44828,45524,414,360,2,1096,0.25,1.0,1
44829,45525,396,19,24,38917,0.682505846,1.0,0
44830,45526,408,35,6,8611,0.712115898,1.0,0
44831,45527,386,7,2,6121,0.5173305020000001,1.0,0
44832,45528,386,281,3,1812,0.3666666670000001,1.0,1
44833,45529,379,124,5,6533,0.456690647,1.0,1
44834,45530,379,58,5,5826,0.375839341,1.0,0
44835,45531,431,4,71,65665,0.7025183890000001,1.0,0
44836,45532,1444,198,4,7868,0.815,1.0,1
44837,45533,851,127,7,8325,0.699138739,0.0,0
44838,45534,2908,77,6,5815,0.469320722,1.0,0
44839,45535,866,69,17,22950,0.5800427020000001,1.0,0
44840,45536,416,85,5,6622,0.5702234970000001,1.0,1
44841,45537,416,42,4,7956,0.2775,1.0,0
44842,45538,413,337,2,1622,0.9,1.0,1
44843,45540,411,298,4,3548,0.835,1.0,1
44844,45541,409,3,14,10503,0.5931638579999999,1.0,0
44845,45542,400,33,8,14089,0.5405124570000001,1.0,0
44846,45543,398,324,2,2780,0.35,1.0,1
44847,45544,396,15,3,4090,0.759290954,1.0,0
44848,45545,391,252,2,4223,0.28,1.0,1
44849,45546,381,21,4,4040,0.9125,1.0,0
44850,45547,381,323,2,3434,0.425,1.0,1
44851,45548,912,21,7,11664,0.7082536009999999,1.0,0
44852,45549,376,203,6,3009,0.92,1.0,1
44853,45550,370,167,2,1234,0.9632414909999999,1.0,0
44854,45551,370,18,8,13304,0.640159351,1.0,0
44855,45552,2413,123,4,4730,0.4821226220000001,1.0,0
44856,45553,1142,11,23,31985,0.65072065,1.0,0
44857,45554,759,202,4,3647,0.52761722,1.0,1
44858,45555,1695,96,2,2253,0.740923213,1.0,1
44859,45556,1150,11,41,47833,0.714220935,1.0,0
44860,45557,881,52,14,12609,0.73196447,1.0,0
44861,45558,406,397,2,7322,0.625,0.0,1
44862,45559,3042,398,8,27001,0.633441354,0.0,1
44863,45560,3044,703,2,2157,0.604010199,0.0,1
44864,45561,3045,62,18,15009,0.7319108529999999,1.0,0
44865,45562,3028,56,10,11428,0.768879069,1.0,0
44866,45563,3041,16,21,37181,0.6766539359999999,1.0,0
44867,45564,3044,169,6,7178,0.805624129,1.0,1
44868,45565,3037,154,2,3082,0.88137573,1.0,0
44869,45566,3032,5,68,109665,0.794431222,1.0,0
44870,45567,3038,123,16,34129,0.794277008,1.0,0
44871,45568,3044,512,5,5399,0.874550843,0.0,1
44872,45569,3036,139,11,22080,0.6206277170000001,0.0,0
44873,45570,3039,432,11,17074,0.7907168790000001,0.0,1
44874,45571,3042,12,53,43626,0.696437675,1.0,0
44875,45572,3025,454,3,1362,0.75,0.0,1
44876,45573,3032,372,5,13550,0.58,0.0,1
44877,45574,3032,74,7,5937,0.821650665,1.0,0
44878,45576,3029,132,18,25995,1.05726255,1.0,1
44879,45577,3021,5,85,94910,0.7733566540000001,1.0,0
44880,45578,3029,493,5,6648,0.559115523,0.0,1
44881,45579,3025,4,8,13588,0.798079923,1.0,0
44882,45580,3025,164,6,6241,0.8590177859999999,1.0,0
44883,45581,3016,10,65,119794,1.210876087,1.0,0
44884,45582,3018,83,20,30323,0.884104805,1.0,0
44885,45583,3012,12,6,11802,0.958333333,1.0,0
44886,45584,3020,587,2,5420,0.25,0.0,1
44887,45585,3019,468,4,2656,1.5,0.0,1
44888,45586,3020,49,7,9879,0.619472619,1.0,0
